title,year,budget,revenue,runtime,vote_count,vote_average,popularity,wr,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
How to Train Your Dragon,2010,165000000,494878759.0,98.0,4319,7,14.416681,6.8397401914126705,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Terminator 2: Judgment Day,1991,100000000,520000000.0,137.0,4274,7,22.661695,6.838208396300855,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Furious 7,2015,190000000,1506249360.0,137.0,4253,7,27.275686999999998,6.837483492593221,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Her,2013,23000000,47351251.0,126.0,4215,7,13.829514999999999,6.836155115032142,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
The Terminator,1984,6400000,78371200.0,108.0,4208,7,19.293561999999998,6.835908041745891,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Star Wars: Episode III - Revenge of the Sith,2005,113000000,850000000.0,140.0,4200,7,13.165420999999998,6.835624758261637,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Shrek,2001,60000000,484409218.0,90.0,4183,7,17.987728,6.835019521287508,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Kill Bill: Vol. 2,2004,30000000,152159461.0,136.0,4061,7,21.533072,6.830541741887525,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Fury,2014,68000000,211817906.0,135.0,4028,7,36.713807,6.829288464765671,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Die Hard,1988,28000000,140767956.0,131.0,4005,7,16.640522,6.828403949039068,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Sherlock Holmes: A Game of Shadows,2011,125000000,334615000.0,129.0,3971,7,18.695329,6.827079484627566,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
The Fifth Element,1997,90000000,263920180.0,126.0,3962,7,24.30526,6.8267254617344015,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
Ice Age,2002,59000000,383257136.0,81.0,3954,7,17.328902,6.8264095555570705,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Raiders of the Lost Ark,1981,18000000,389925971.0,115.0,3949,7,19.901576000000002,6.826211528584171,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Casino Royale,2006,150000000,599045960.0,144.0,3930,7,23.065078,6.825454887668292,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Back to the Future Part II,1989,40000000,332000000.0,108.0,3926,7,13.689855,6.825294754537713,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
Catch Me If You Can,2002,52000000,352114312.0,141.0,3917,7,19.833077,6.824933378484125,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Toy Story 2,1999,90000000,497366869.0,92.0,3914,7,17.547693,6.824812587346924,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Limitless,2011,27000000,161849455.0,105.0,3888,7,12.114955,6.823758706567428,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
The Great Gatsby,2013,105000000,351040419.0,143.0,3885,7,17.598936,6.823636288442794,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
The Fault in Our Stars,2014,12000000,307166834.0,125.0,3868,7,16.274653,6.822939360712326,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Ocean's Eleven,2001,85000000,450717150.0,116.0,3857,7,12.114932000000001,6.822485464876352,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Blade Runner,1982,28000000,33139618.0,117.0,3833,7,96.272374,6.821487023619504,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
Drive,2011,15000000,78054825.0,100.0,3832,7,15.388875,6.821445178102303,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
12 Years a Slave,2013,20000000,187000000.0,134.0,3787,7,30.316249,6.819541608572477,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
Eternal Sunshine of the Spotless Mind,2004,20000000,72258126.0,108.0,3758,7,12.906327000000001,6.8182932084409416,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
Edward Scissorhands,1990,20000000,53000000.0,105.0,3731,7,17.612244,6.817115277259166,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
Zombieland,2009,23600000,102391382.0,88.0,3655,7,11.063029,6.813716099238059,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
The Bourne Identity,2002,60000000,214034224.0,119.0,3640,7,21.040126,6.813030223314783,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
Monsters University,2013,200000000,743559607.0,104.0,3622,7,16.267502,6.812200475785114,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Donnie Darko,2001,6000000,1270522.0,113.0,3574,7,18.303148,6.809951379686733,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
Aladdin,1992,28000000,504050219.0,90.0,3495,7,16.357419,6.806130091571501,False,True,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False
The Social Network,2010,40000000,224920315.0,120.0,3492,7,16.972995,6.805981948493232,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Nightcrawler,2014,8500000,38697217.0,117.0,3475,7,21.277073,6.8051381759489455,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Argo,2012,44500000,232324128.0,120.0,3473,7,14.238234,6.805038425847051,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Moana,2016,150000000,643034466.0,107.0,3471,7,9.143457,6.8049385735683545,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
District 9,2009,30000000,210819611.0,112.0,3451,7,11.589835,6.803934396340908,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
American Beauty,1999,15000000,356296601.0,122.0,3438,7,20.726578,6.80327611822945,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Paths of Glory,1957,935000,0.0,88.0,565,8,8.548518,6.803088218002428,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Tangled,2010,260000000,591794936.0,100.0,3419,7,14.684760999999998,6.80230602901231,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Braveheart,1995,72000000,210000000.0,177.0,3404,7,20.755149,6.801533384519131,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
Amélie,2001,10000000,173921954.0,122.0,3403,7,12.879381,6.801481660094977,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
The Theory of Everything,2014,15000000,123726688.0,123.0,3403,7,11.853019999999999,6.801481660094977,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
The Curious Case of Benjamin Button,2008,150000000,333932083.0,166.0,3398,7,17.934821,6.801222633033514,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False
22 Jump Street,2014,50000000,188441614.0,112.0,3375,7,10.901496,6.8000223496414876,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E.T. the Extra-Terrestrial,1982,10500000,792965326.0,115.0,3359,7,19.358546,6.799178784546381,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
Cast Away,2000,90000000,429632142.0,143.0,3304,7,21.296343,6.79622395125319,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Hacksaw Ridge,2016,40000000,175302354.0,140.0,3294,7,21.037699,6.7956773416803715,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
Aliens,1986,18500000,183316455.0,137.0,3282,7,21.761179000000002,6.795017526852644,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
Mission: Impossible - Rogue Nation,2015,150000000,682330139.0,131.0,3274,7,17.836882,6.79457527771964,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
The Sixth Sense,1999,40000000,672806292.0,107.0,3223,7,18.449169,6.791710453865033,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
Indiana Jones and the Last Crusade,1989,48000000,474171806.0,127.0,3221,7,14.788986999999999,6.791596478737189,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Secret Life of Walter Mitty,2013,90000000,188133322.0,114.0,3213,7,8.684892,6.791139328155862,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
The Devil Wears Prada,2006,35000000,326551094.0,109.0,3198,7,13.102383999999999,6.790276742782056,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
The Legend of 1900,1998,9000000,0.0,170.0,554,8,7.668214,6.789762277109743,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Prisoners,2013,46000000,122126687.0,153.0,3183,7,11.96262,6.789407002981594,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Gran Torino,2008,33000000,269958228.0,116.0,3181,7,14.794228,6.789290492333174,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
The Conjuring,2013,13000000,318000141.0,112.0,3169,7,14.901689999999999,6.78858871212446,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
The Notebook,2004,29000000,115603229.0,123.0,3163,7,15.239013,6.788236066106318,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
How to Train Your Dragon 2,2014,145000000,609123048.0,102.0,3163,7,12.256689,6.788236066106318,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Into the Wild,2007,15000000,56255142.0,148.0,3139,7,15.423538,6.786813638338769,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
The Lego Movie,2014,60000000,469160692.0,100.0,3127,7,16.418132999999997,6.786095234424158,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
